date,Time,x_(m),y_(m),z_(m),res,res25,del_log_res25,tempC,swc,del_swc,pF,logK_cmd,cov,res_sd,res25_sd,del_log_res25_sd,tempC_sd,swc_sd,del_swc_sd,pF_sd,logK_cmd_sd,cov_sd,log_res25
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.9,128.671,111.313,-0.03,17.9,0.225,0.009,2.715,-2.478,0.592,1.13,1.13,0.053,0.0,0.02,0.018,0.128,0.289,0.976,2.0465458875923
2023_07_01_03_30,2023-07-01 03:30:00,2.35,0.6,0.95,128.668,111.311,-0.031,17.9,0.225,0.01,2.716,-2.478,0.585,1.132,1.132,0.054,0.0,0.02,0.018,0.129,0.292,0.964,2.046538084399798
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.0,194.609,164.739,-0.045,16.922,0.21,0.019,2.829,-2.735,0.457,1.246,1.246,0.112,0.208,0.035,0.041,0.26,0.588,1.11,2.216796425397817
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.05,194.514,167.371,-0.046,17.664,0.207,0.018,2.853,-2.789,0.47,1.244,1.245,0.111,0.857,0.034,0.04,0.259,0.586,1.108,2.2236802109390448
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.1,193.933,169.404,-0.047,18.35,0.203,0.018,2.878,-2.845,0.476,1.24,1.24,0.111,0.787,0.033,0.039,0.256,0.578,1.105,2.228923660761029
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.15,193.023,170.532,-0.047,18.87,0.199,0.018,2.908,-2.914,0.474,1.234,1.234,0.11,0.506,0.032,0.038,0.25,0.566,1.083,2.231805885495244
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.2,190.782,169.952,-0.047,19.255,0.194,0.017,2.943,-2.993,0.459,1.222,1.222,0.108,0.321,0.03,0.036,0.237,0.537,1.053,2.2303262797390433
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.25,185.789,167.341,-0.047,19.775,0.187,0.016,2.994,-3.11,0.451,1.194,1.193,0.105,0.291,0.025,0.034,0.211,0.477,0.995,2.223602359923891
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.3,181.327,164.517,-0.047,20.121,0.182,0.015,3.022,-3.174,0.462,1.165,1.165,0.102,0.216,0.022,0.032,0.183,0.413,0.967,2.216210781463658
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.35,178.18,162.368,-0.047,20.33,0.18,0.015,3.037,-3.209,0.474,1.149,1.149,0.101,0.188,0.02,0.031,0.165,0.372,0.957,2.210500441205618
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.4,175.026,160.116,-0.047,20.517,0.179,0.015,3.049,-3.237,0.485,1.134,1.133,0.1,0.182,0.018,0.03,0.149,0.338,0.952,2.2044347320724227
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.45,171.698,157.722,-0.047,20.716,0.177,0.014,3.061,-3.265,0.493,1.119,1.119,0.1,0.185,0.016,0.03,0.131,0.298,0.939,2.1978922755242944
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.5,167.99,154.947,-0.047,20.914,0.176,0.014,3.066,-3.276,0.514,1.104,1.104,0.098,0.147,0.014,0.029,0.114,0.257,0.926,2.190183172081862
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.55,163.098,150.909,-0.047,21.067,0.179,0.013,3.043,-3.225,0.531,1.081,1.081,0.097,0.065,0.012,0.027,0.09,0.204,0.917,2.1787151412585692
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.6,159.617,147.913,-0.047,21.141,0.182,0.012,3.016,-3.162,0.54,1.075,1.075,0.096,0.051,0.011,0.027,0.081,0.183,0.904,2.1700063456003607
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.65,158.087,146.641,-0.048,21.189,0.183,0.012,3.003,-3.133,0.553,1.076,1.076,0.096,0.043,0.011,0.026,0.079,0.18,0.902,2.1662554135812817
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.7,156.905,145.647,-0.048,21.224,0.185,0.012,2.994,-3.113,0.572,1.08,1.08,0.096,0.034,0.011,0.026,0.081,0.184,0.904,2.163301543568122
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.75,155.672,144.565,-0.048,21.245,0.186,0.012,2.986,-3.093,0.59,1.084,1.084,0.097,0.016,0.011,0.025,0.084,0.191,0.905,2.1600631605466307
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.8,154.496,143.488,-0.047,21.25,0.187,0.012,2.978,-3.075,0.647,1.098,1.098,0.098,0.003,0.013,0.026,0.097,0.221,0.946,2.1568155822428414
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.85,154.371,143.372,-0.047,21.25,0.187,0.011,2.977,-3.073,0.691,1.104,1.104,0.1,0.0,0.014,0.026,0.103,0.236,0.976,2.1564643435713866
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.9,154.68,143.659,-0.047,21.25,0.187,0.011,2.978,-3.076,0.703,1.108,1.108,0.101,0.0,0.014,0.026,0.106,0.242,0.984,2.1573328390150484
2023_07_06_03_30,2023-07-06 03:30:00,2.35,0.6,0.95,154.73,143.706,-0.047,21.25,0.187,0.011,2.979,-3.077,0.697,1.109,1.109,0.101,0.0,0.014,0.026,0.108,0.245,0.974,2.157474901136959
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.0,204.965,170.778,-0.01,16.222,0.202,0.004,2.871,-2.831,0.195,1.133,1.133,0.025,0.125,0.02,0.009,0.146,0.334,0.992,2.232431923179743
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.05,204.92,172.357,-0.011,16.639,0.2,0.004,2.887,-2.868,0.212,1.133,1.134,0.025,0.479,0.02,0.009,0.149,0.339,0.993,2.236428926268126
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.1,204.712,173.634,-0.011,17.012,0.197,0.004,2.906,-2.911,0.219,1.134,1.134,0.025,0.425,0.02,0.009,0.15,0.343,0.992,2.239634770187207
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.15,204.161,174.145,-0.012,17.263,0.194,0.004,2.932,-2.97,0.223,1.133,1.133,0.025,0.249,0.019,0.009,0.15,0.34,0.974,2.240911009637881
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.2,202.725,173.445,-0.013,17.398,0.189,0.005,2.966,-3.047,0.216,1.128,1.128,0.025,0.113,0.018,0.008,0.145,0.33,0.947,2.2391617846986414
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.25,199.782,171.485,-0.012,17.545,0.182,0.004,3.022,-3.176,0.223,1.115,1.115,0.024,0.085,0.016,0.008,0.132,0.3,0.897,2.2342261377774353
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.3,197.446,169.88,-0.012,17.652,0.177,0.004,3.059,-3.26,0.238,1.103,1.103,0.023,0.076,0.014,0.008,0.12,0.271,0.868,2.230142252318642
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.35,195.764,168.721,-0.012,17.729,0.174,0.004,3.082,-3.312,0.253,1.096,1.096,0.023,0.074,0.013,0.007,0.112,0.253,0.858,2.2271691407783414
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.4,194.11,167.569,-0.011,17.804,0.172,0.004,3.102,-3.359,0.27,1.092,1.091,0.023,0.074,0.012,0.007,0.106,0.24,0.856,2.2241936779327363
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.45,192.206,166.221,-0.01,17.885,0.169,0.003,3.124,-3.407,0.286,1.088,1.088,0.024,0.075,0.011,0.007,0.099,0.223,0.848,2.2206858907355986
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.5,190.08,164.662,-0.009,17.962,0.167,0.003,3.138,-3.44,0.315,1.082,1.081,0.024,0.057,0.01,0.007,0.091,0.206,0.841,2.2165933860887943
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.55,187.439,162.553,-0.007,18.012,0.168,0.002,3.13,-3.42,0.345,1.072,1.072,0.024,0.018,0.009,0.007,0.08,0.182,0.84,2.210994989036224
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.6,185.663,161.069,-0.005,18.028,0.17,0.001,3.112,-3.38,0.369,1.07,1.07,0.025,0.01,0.009,0.007,0.075,0.169,0.843,2.207011962365584
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.65,184.777,160.334,-0.004,18.038,0.172,0.001,3.101,-3.355,0.388,1.071,1.07,0.025,0.009,0.009,0.007,0.074,0.167,0.851,2.2050256274486766
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.7,184.054,159.731,-0.003,18.045,0.173,0.001,3.091,-3.334,0.413,1.072,1.072,0.026,0.007,0.009,0.007,0.074,0.167,0.862,2.2033892105806707
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.75,183.399,159.178,-0.002,18.049,0.173,0.0,3.084,-3.318,0.438,1.072,1.072,0.026,0.003,0.009,0.007,0.073,0.166,0.874,2.2018830436853567
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.8,182.859,158.713,0.0,18.05,0.174,-0.0,3.08,-3.308,0.505,1.077,1.077,0.027,0.001,0.009,0.008,0.078,0.176,0.925,2.2006125007752435
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.85,182.791,158.653,0.001,18.05,0.174,-0.0,3.08,-3.308,0.551,1.08,1.08,0.028,0.0,0.009,0.008,0.081,0.183,0.955,2.2004482886717125
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.9,183.044,158.873,0.001,18.05,0.174,-0.0,3.081,-3.311,0.565,1.083,1.083,0.028,0.0,0.01,0.008,0.084,0.189,0.963,2.2010500964059294
2023_07_11_00_30,2023-07-11 00:30:00,2.35,0.6,0.95,183.063,158.889,0.001,18.05,0.174,-0.0,3.082,-3.312,0.56,1.083,1.083,0.028,0.0,0.01,0.008,0.084,0.19,0.952,2.2010938317280657
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.0,221.256,201.776,0.006,20.366,0.176,-0.003,3.065,-3.273,-1.17,1.083,1.083,0.04,0.028,0.011,0.013,0.097,0.22,1.898,2.3048695083457846
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.05,221.247,202.139,0.001,20.455,0.175,-0.001,3.073,-3.291,-1.144,1.083,1.083,0.04,0.1,0.011,0.013,0.098,0.221,1.884,2.305650112875815
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.1,221.108,202.312,-0.004,20.526,0.174,0.0,3.085,-3.318,-1.14,1.083,1.083,0.039,0.085,0.011,0.013,0.098,0.221,1.874,2.306021643419448
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.15,220.744,202.099,-0.006,20.555,0.171,0.001,3.107,-3.369,-1.128,1.081,1.081,0.039,0.047,0.011,0.012,0.098,0.22,1.853,2.305564164601121
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.2,219.946,201.294,-0.006,20.537,0.167,0.001,3.141,-3.446,-1.133,1.079,1.079,0.037,0.03,0.01,0.011,0.095,0.213,1.824,2.303830830001788
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.25,218.377,199.638,-0.005,20.484,0.16,0.001,3.202,-3.584,-1.114,1.072,1.072,0.034,0.03,0.01,0.01,0.09,0.202,1.781,2.3002432103960753
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.3,217.247,198.47,-0.004,20.451,0.155,0.001,3.244,-3.677,-1.1,1.067,1.067,0.031,0.018,0.009,0.009,0.083,0.185,1.75,2.2976948696930735
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.35,216.468,197.699,-0.003,20.437,0.153,0.0,3.27,-3.735,-1.097,1.065,1.065,0.03,0.011,0.008,0.009,0.08,0.179,1.746,2.296004472573256
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.4,215.657,196.915,-0.001,20.426,0.15,-0.0,3.294,-3.79,-1.088,1.065,1.065,0.029,0.01,0.008,0.009,0.08,0.176,1.746,2.294278799780091
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.45,214.77,196.066,0.0,20.416,0.148,-0.001,3.32,-3.848,-1.082,1.067,1.067,0.028,0.01,0.008,0.008,0.08,0.176,1.746,2.2924022887590376
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.5,213.935,195.296,0.003,20.414,0.146,-0.001,3.341,-3.893,-1.068,1.068,1.068,0.027,0.013,0.008,0.008,0.079,0.175,1.748,2.290693348276499
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.55,213.045,194.603,0.006,20.444,0.146,-0.002,3.336,-3.883,-1.063,1.07,1.07,0.024,0.029,0.008,0.007,0.08,0.177,1.752,2.2891495310680114
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.6,212.447,194.22,0.008,20.484,0.148,-0.002,3.318,-3.842,-1.058,1.077,1.077,0.022,0.03,0.008,0.006,0.083,0.183,1.759,2.2882939497862167
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.65,212.224,194.134,0.009,20.514,0.149,-0.002,3.306,-3.817,-1.057,1.082,1.082,0.02,0.026,0.009,0.006,0.086,0.19,1.78,2.288101602978643
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.7,212.119,194.12,0.009,20.534,0.15,-0.003,3.299,-3.801,-1.048,1.086,1.086,0.02,0.02,0.009,0.006,0.089,0.196,1.795,2.2880702826432477
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.75,211.997,194.059,0.01,20.547,0.15,-0.003,3.295,-3.791,-1.05,1.089,1.089,0.02,0.009,0.009,0.006,0.091,0.201,1.814,2.2879337890997324
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.8,212.165,194.226,0.01,20.55,0.15,-0.003,3.294,-3.789,-1.054,1.097,1.097,0.022,0.002,0.01,0.006,0.097,0.214,1.868,2.2883073661524125
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.85,212.561,194.589,0.01,20.55,0.15,-0.003,3.296,-3.794,-1.057,1.101,1.101,0.023,0.0,0.01,0.006,0.101,0.223,1.903,2.2891182862184296
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.9,212.903,194.902,0.01,20.55,0.15,-0.002,3.298,-3.799,-1.062,1.103,1.103,0.023,0.0,0.01,0.006,0.103,0.228,1.937,2.289816295682564
2023_07_16_00_30,2023-07-16 00:30:00,2.35,0.6,0.95,212.972,194.965,0.01,20.55,0.15,-0.002,3.299,-3.8,-1.071,1.103,1.103,0.023,0.0,0.01,0.006,0.104,0.228,1.944,2.289956654074518
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.0,256.563,231.636,0.014,19.887,0.157,-0.004,3.231,-3.648,-1.336,1.094,1.094,0.01,0.148,0.011,0.003,0.106,0.238,1.964,2.3648060567235762
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.05,256.553,234.136,0.01,20.405,0.155,-0.003,3.249,-3.688,-1.309,1.094,1.095,0.011,0.593,0.012,0.003,0.109,0.244,1.948,2.369468194556615
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.1,256.448,236.309,0.006,20.87,0.153,-0.002,3.27,-3.736,-1.305,1.093,1.094,0.01,0.531,0.011,0.003,0.111,0.247,1.94,2.373480262368316
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.15,256.172,237.646,0.003,21.195,0.15,-0.001,3.3,-3.802,-1.292,1.092,1.092,0.01,0.319,0.011,0.003,0.112,0.248,1.919,2.375930508752606
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.2,255.625,238.085,0.001,21.389,0.146,-0.0,3.342,-3.894,-1.294,1.091,1.091,0.01,0.163,0.011,0.003,0.112,0.247,1.893,2.376732034537861
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.25,254.543,238.181,-0.002,21.617,0.139,0.001,3.412,-4.05,-1.268,1.087,1.087,0.011,0.126,0.01,0.003,0.108,0.236,1.853,2.3769071143076843
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.3,253.784,238.152,-0.004,21.758,0.134,0.001,3.462,-4.159,-1.25,1.084,1.084,0.011,0.081,0.009,0.003,0.102,0.222,1.825,2.3768542330670783
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.35,253.27,238.024,-0.005,21.832,0.131,0.001,3.494,-4.229,-1.242,1.083,1.083,0.012,0.063,0.009,0.003,0.1,0.215,1.825,2.3766207492500757
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.4,252.765,237.843,-0.006,21.893,0.129,0.001,3.524,-4.292,-1.228,1.082,1.082,0.012,0.059,0.009,0.003,0.098,0.211,1.829,2.376290374145203
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.45,252.255,237.68,-0.006,21.959,0.126,0.001,3.554,-4.355,-1.216,1.081,1.081,0.012,0.061,0.008,0.003,0.099,0.211,1.834,2.3759926387956076
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.5,251.79,237.577,-0.005,22.029,0.124,0.001,3.576,-4.403,-1.196,1.081,1.081,0.012,0.055,0.008,0.003,0.099,0.209,1.841,2.3758043939834894
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.55,251.426,237.602,-0.004,22.106,0.125,0.001,3.567,-4.384,-1.184,1.082,1.082,0.012,0.043,0.008,0.003,0.096,0.204,1.851,2.3758500919712273
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.6,251.302,237.755,-0.001,22.163,0.127,0.0,3.544,-4.334,-1.173,1.083,1.083,0.014,0.04,0.008,0.003,0.09,0.192,1.862,2.376129658941003
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.65,251.295,237.932,0.0,22.201,0.128,-0.0,3.53,-4.305,-1.169,1.085,1.085,0.015,0.034,0.008,0.003,0.089,0.19,1.886,2.3764528551891426
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.7,251.365,238.13,0.002,22.229,0.129,-0.0,3.52,-4.284,-1.157,1.086,1.086,0.017,0.027,0.008,0.004,0.088,0.189,1.902,2.3768141119681974
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.75,251.434,238.276,0.004,22.246,0.13,-0.001,3.513,-4.27,-1.156,1.087,1.087,0.019,0.012,0.008,0.004,0.088,0.189,1.924,2.377080300875738
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.8,251.872,238.711,0.008,22.25,0.13,-0.002,3.514,-4.27,-1.152,1.092,1.092,0.024,0.002,0.008,0.005,0.092,0.196,1.986,2.377872432116221
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.85,252.248,239.068,0.01,22.25,0.129,-0.002,3.515,-4.274,-1.151,1.096,1.096,0.026,0.0,0.008,0.006,0.096,0.204,2.025,2.378521448330387
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.9,252.526,239.331,0.01,22.25,0.129,-0.002,3.516,-4.276,-1.156,1.098,1.098,0.027,0.0,0.008,0.006,0.098,0.209,2.056,2.378998955433233
2023_07_21_00_30,2023-07-21 00:30:00,2.35,0.6,0.95,252.582,239.385,0.011,22.25,0.129,-0.002,3.517,-4.276,-1.166,1.098,1.098,0.028,0.0,0.009,0.006,0.098,0.209,2.062,2.3790969337841643
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.0,342.889,245.993,0.01,10.127,0.15,-0.003,3.301,-3.804,1.069,1.129,1.129,0.004,0.131,0.015,0.001,0.144,0.321,0.523,2.390922748954489
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.05,342.989,249.085,0.008,10.594,0.148,-0.002,3.322,-3.849,1.09,1.128,1.129,0.005,0.538,0.015,0.002,0.147,0.326,0.56,2.396347574933636
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.1,343.195,252.043,0.006,11.024,0.145,-0.002,3.347,-3.904,1.094,1.128,1.128,0.005,0.491,0.015,0.001,0.148,0.327,0.577,2.4014746402641958
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.15,343.527,254.382,0.004,11.343,0.142,-0.001,3.38,-3.978,1.075,1.126,1.126,0.004,0.312,0.015,0.001,0.147,0.323,0.571,2.4054863775060826
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.2,344.192,256.379,0.003,11.573,0.137,-0.001,3.43,-4.087,1.011,1.122,1.122,0.004,0.191,0.013,0.001,0.142,0.31,0.528,2.4088824492491714
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.25,345.84,259.62,0.002,11.879,0.129,-0.0,3.518,-4.277,0.902,1.115,1.115,0.004,0.175,0.012,0.001,0.141,0.303,0.458,2.414338145582368
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.3,347.561,262.383,0.001,12.102,0.124,-0.0,3.581,-4.413,0.818,1.109,1.109,0.004,0.153,0.011,0.001,0.134,0.286,0.418,2.418935693335625
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.35,348.941,264.462,0.001,12.258,0.121,-0.0,3.624,-4.503,0.758,1.104,1.104,0.004,0.149,0.01,0.001,0.13,0.274,0.404,2.4223632779745685
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.4,350.404,266.571,0.001,12.408,0.117,-0.0,3.663,-4.586,0.696,1.099,1.099,0.003,0.147,0.01,0.001,0.124,0.261,0.393,2.4258129011730234
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.45,351.919,268.818,0.001,12.572,0.114,-0.0,3.705,-4.673,0.627,1.094,1.094,0.003,0.153,0.009,0.001,0.117,0.243,0.377,2.4294583456278662
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.5,353.445,271.142,0.001,12.745,0.112,-0.0,3.739,-4.744,0.557,1.089,1.089,0.003,0.135,0.008,0.001,0.109,0.224,0.367,2.433196795173429
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.55,355.042,273.593,0.002,12.926,0.112,-0.0,3.737,-4.739,0.476,1.085,1.086,0.003,0.098,0.007,0.001,0.1,0.206,0.356,2.437104981570507
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.6,356.589,275.65,0.002,13.054,0.113,-0.0,3.715,-4.695,0.397,1.081,1.082,0.003,0.091,0.007,0.001,0.092,0.191,0.339,2.4403579968152878
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.65,357.344,276.824,0.003,13.141,0.114,-0.001,3.699,-4.662,0.346,1.079,1.079,0.003,0.077,0.007,0.001,0.09,0.187,0.341,2.442203739743263
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.7,357.926,277.696,0.003,13.203,0.115,-0.001,3.688,-4.64,0.306,1.077,1.077,0.003,0.061,0.006,0.001,0.087,0.181,0.347,2.443569624113099
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.75,358.457,278.365,0.003,13.24,0.116,-0.001,3.682,-4.627,0.26,1.076,1.076,0.003,0.028,0.006,0.001,0.083,0.173,0.35,2.4446146287027997
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.8,359.282,279.069,0.003,13.25,0.116,-0.001,3.683,-4.628,0.182,1.074,1.074,0.003,0.006,0.006,0.001,0.08,0.167,0.357,2.445711596156571
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.85,359.623,279.337,0.003,13.25,0.116,-0.001,3.683,-4.63,0.139,1.072,1.072,0.003,0.0,0.006,0.001,0.079,0.165,0.367,2.4461284646360877
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.9,359.747,279.434,0.003,13.25,0.116,-0.001,3.684,-4.631,0.111,1.072,1.072,0.003,0.0,0.006,0.001,0.079,0.164,0.385,2.4462792475692314
2023_11_21_01_30,2023-11-21 01:30:00,2.35,0.6,0.95,359.779,279.458,0.003,13.25,0.116,-0.001,3.684,-4.631,0.096,1.072,1.072,0.003,0.0,0.006,0.001,0.078,0.163,0.396,2.4463165466093755
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.0,386.685,266.672,0.015,8.665,0.14,-0.004,3.399,-4.019,1.037,1.125,1.126,0.002,0.114,0.014,0.001,0.142,0.312,0.457,2.4259774180750617
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.05,386.778,269.612,0.012,9.059,0.139,-0.003,3.417,-4.058,1.059,1.125,1.126,0.004,0.458,0.014,0.001,0.144,0.316,0.498,2.43073921804801
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.1,387.095,272.559,0.009,9.43,0.136,-0.002,3.441,-4.11,1.061,1.124,1.125,0.004,0.426,0.014,0.001,0.146,0.319,0.513,2.4354605271665184
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.15,387.344,274.888,0.008,9.721,0.133,-0.002,3.474,-4.181,1.04,1.123,1.123,0.003,0.284,0.014,0.001,0.145,0.315,0.507,2.4391557815039495
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.2,387.96,277.059,0.007,9.955,0.129,-0.002,3.523,-4.288,0.974,1.119,1.119,0.002,0.195,0.013,0.001,0.14,0.302,0.466,2.442572262371223
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.25,389.066,280.306,0.006,10.288,0.122,-0.001,3.612,-4.477,0.864,1.111,1.111,0.002,0.192,0.011,0.001,0.138,0.293,0.398,2.447632394010742
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.3,390.508,283.158,0.006,10.532,0.116,-0.001,3.676,-4.612,0.779,1.104,1.104,0.002,0.168,0.01,0.0,0.131,0.274,0.36,2.452028836161293
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.35,391.532,285.18,0.006,10.704,0.113,-0.001,3.717,-4.699,0.717,1.098,1.099,0.001,0.164,0.01,0.0,0.126,0.262,0.349,2.455119064678402
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.4,392.658,287.231,0.006,10.869,0.11,-0.001,3.756,-4.779,0.656,1.093,1.093,0.001,0.162,0.009,0.0,0.12,0.247,0.341,2.458231310230412
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.45,393.912,289.496,0.006,11.049,0.107,-0.001,3.799,-4.866,0.587,1.086,1.086,0.001,0.169,0.008,0.0,0.11,0.224,0.328,2.4616425674073965
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.5,395.14,291.853,0.006,11.243,0.105,-0.001,3.832,-4.933,0.515,1.081,1.081,0.001,0.152,0.007,0.0,0.1,0.202,0.319,2.465164161846108
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.55,396.208,294.238,0.006,11.455,0.105,-0.001,3.826,-4.921,0.431,1.076,1.076,0.001,0.119,0.006,0.0,0.09,0.182,0.309,2.4686987599095143
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.6,397.256,296.188,0.006,11.61,0.107,-0.001,3.8,-4.869,0.35,1.07,1.07,0.001,0.111,0.006,0.0,0.081,0.164,0.293,2.471567459183996
2023_11_26_01_30,2023-11-26 01:30:00,2.35,0.6,0.65,397.837,297.425,0.006,11.716,0.108,-0.001,3.781,-4.832,0.296,1.067,1.067,0.001,0.094,0.005,0.0,0.076,0.156,0.295,2.4733774702576508
